SITE ID,SITE NAME,SUB REGION,CLASSIFICATION,CLASS,CONTRACTOR,REGIONAL SUPERVISOR,SDM,Lat,Long,IENG_to_New_Vendor,CAM_to_New_Vendor,NET_to_IENG,,,
609228,Masindi,TBC,TBC,TBC,IENG_to_New_Vendor,Latima Musoke,Allan Kavuma,1.68155,31.72266667,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Latima Musoke,
605295,Kirenzi,TBC,TBC,TBC,Camusat,Denis Masaba,Faridah Nantege,-0.8495073,29.7230253,#N/A,#N/A,#N/A,Camusat,Denis Masaba,
606896,Orube,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0262667,30.9304817,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
605647,Ntuusi,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,0.064105,31.193943,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
701160,Teokot,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,2.4579198,31.5264769,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
607485,Mutungo,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.3133435,32.6463834,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
605466,Kapeeka,TBC,TBC,TBC,I-Engineering,Robert Otim,Allan Kavuma,0.6761317,32.2746397,#N/A,#N/A,#N/A,I-Engineering,Robert Otim,
605110,Kisoro,TBC,TBC,TBC,Camusat,Denis Masaba,Faridah Nantege,-1.2852089,29.6914047,#N/A,#N/A,#N/A,Camusat,Denis Masaba,
607923,Lugazi Nsenya,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,0.309398333,32.960125,#N/A,#N/A,#N/A,Netis,Samuel Naseke,
608501,Abim,TBC,TBC,TBC,Netis,Moses Wandera,Kenneth Andama,2.6980461,33.6388559,#N/A,#N/A,#N/A,Netis,Moses Wandera,
609259,Muteswa,TBC,TBC,TBC,CAM_to_New_Vendor,Christopher Alituha,Faridah Nantege,0.5654111,31.9853292,#N/A,CAM_to_IENG,#N/A,Camusat,Christopher Alituha,
605470,Abim,TBC,TBC,TBC,Netis,Moses Wandera,Kenneth Andama,2.698015,33.6386447,#N/A,#N/A,#N/A,Netis,Moses Wandera,
701132,Bugongi 2,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.6346814,30.2581682,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
607908,Nsasa,TBC,TBC,TBC,NET_to_IENG,Benbridge Mulongo,Kenneth Andama,0.41914485,32.66045434,#N/A,#N/A,NET_to_IENG,Netis,Benbridge Mulongo,
607710,Njeru Town,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,0.4186713,33.141041,#N/A,#N/A,#N/A,Netis,Samuel Naseke,
609150,Katunguru,TBC,TBC,TBC,Camusat,Stephen Rwabwogo,Faridah Nantege,-0.1205376,30.0474866,#N/A,#N/A,#N/A,Camusat,Stephen Rwabwogo,
609105,Kaisunga,TBC,TBC,TBC,Camusat,Stephen Rwabwogo,Faridah Nantege,0.27168,30.6912733,#N/A,#N/A,#N/A,Camusat,Stephen Rwabwogo,
606847,Boroboro,TBC,TBC,TBC,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.205065,32.912405,#N/A,#N/A,#N/A,I-Engineering,Muhamood Kyongo,
609698,Nsooba East,TBC,TBC,TBC,Netis,Benbridge Mulongo,Kenneth Andama,0.34603535,32.58334402,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
701060,Kawaala Zone 2,TBC,TBC,TBC,IENG_to_New_Vendor,Joash Lubwama,Allan Kavuma,0.3468398,32.553112,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Joash Lubwama,
605659,Oyam,TBC,TBC,TBC,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.3845262,32.5081078,#N/A,#N/A,#N/A,I-Engineering,Muhamood Kyongo,
606732,Matovu,TBC,TBC,TBC,Netis,Emmanuel Kafuko,Kenneth Andama,0.3613882,33.6212628,#N/A,#N/A,#N/A,Netis,Emmanuel Kafuko,
606028,Kabunyata,TBC,TBC,TBC,I-Engineering,Robert Otim,Allan Kavuma,1.049191667,32.69517667,#N/A,#N/A,#N/A,I-Engineering,Robert Otim,
609490,Ngongolo,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,0.1541262,32.4780125,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
608669,Tara,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,3.2977242,31.0356268,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
605946,Kitampene,TBC,TBC,TBC,Camusat,Denis Masaba,Faridah Nantege,-0.828136667,30.14291167,#N/A,#N/A,#N/A,Camusat,Denis Masaba,
606753,Mokotu,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,1.358282517,34.42655082,#N/A,#N/A,#N/A,Netis,Jude Musana,
605429,Masindi Town,TBC,TBC,TBC,IENG_to_New_Vendor,Latima Musoke,Allan Kavuma,1.681733333,31.72276,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Latima Musoke,
605587,Kiziranfumbi,TBC,TBC,TBC,IENG_to_New_Vendor,Latima Musoke,Allan Kavuma,1.3359992,31.2047046,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Latima Musoke,
605908,Bulo,TBC,TBC,TBC,Camusat,Christopher Alituha,Faridah Nantege,0.1105234,32.031907,#N/A,#N/A,#N/A,Camusat,Christopher Alituha,
608089,Gogonyo,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,1.254328,33.609584,#N/A,#N/A,#N/A,Netis,Jude Musana,
607633,Senyange,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.347779,31.7475777,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
605699,Nabumali,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,0.983311667,34.19181667,#N/A,#N/A,#N/A,Netis,Jude Musana,
607544,Namubiru,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,0.3709198,32.7743228,#N/A,#N/A,#N/A,Netis,Samuel Naseke,
701002,Nsasa 2,TBC,TBC,TBC,NET_to_IENG,Benbridge Mulongo,Kenneth Andama,0.40354604,32.65430105,#N/A,#N/A,NET_to_IENG,Netis,Benbridge Mulongo,
605750,Kalisizo Town,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.5322633,31.6318683,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
605678,Bwerenga,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.1375372,32.5744726,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
609575,Kirasa 2,TBC,TBC,TBC,IENG_to_New_Vendor,Latima Musoke,Allan Kavuma,1.682152,31.7349925,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Latima Musoke,
605259,Pride Theatre,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.313128333,32.56813,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
606065,Kocgoma,TBC,TBC,TBC,I-Engineering,Moses Kaganda,Allan Kavuma,2.604588333,32.16786667,#N/A,#N/A,#N/A,I-Engineering,Moses Kaganda,
606233,Nawandala,TBC,TBC,TBC,Netis,Emmanuel Kafuko,Kenneth Andama,0.833985,33.3907717,#N/A,#N/A,#N/A,Netis,Emmanuel Kafuko,
609202,Kyamuhunga,TBC,TBC,TBC,Camusat,Denis Masaba,Faridah Nantege,-0.4602423,30.112059,#N/A,#N/A,#N/A,Camusat,Denis Masaba,
609976,Mutolere,TBC,TBC,TBC,Camusat,Denis Masaba,Faridah Nantege,-1.2640921,29.7228728,#N/A,#N/A,#N/A,Camusat,Denis Masaba,
606850,Agulu,TBC,TBC,TBC,I-Engineering,Muhamood Kyongo,Allan Kavuma,1.9840633,32.5363833,#N/A,#N/A,#N/A,I-Engineering,Muhamood Kyongo,
701401,Kashunga Cell,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.618459,30.3295273,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
701720,Kamwokya Central,TBC,TBC,TBC,Netis,Benbridge Mulongo,Kenneth Andama,0.3469679,32.5807144,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
608641,Packwach,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,2.4962013,31.4593643,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
606873,Muni NTC,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0047204,30.9373772,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
607445,Mbuya,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.33069,32.6266317,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
701538,Bulwanyi ,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,0.217367,32.4313318,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
605821,Ireda,TBC,TBC,TBC,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.228655,32.8905617,#N/A,#N/A,#N/A,I-Engineering,Muhamood Kyongo,
605680,Kalangala_Busanga,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.3177155,32.1712895,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
701033,Kibutika,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.247271,32.5797624,#N/A,#N/A,#N/A,Camusat,Christopher Alituha,
606124,Debeza Kikandwa,TBC,TBC,TBC,Camusat,Christopher Alituha,Faridah Nantege,0.6661583,31.5462967,#N/A,#N/A,#N/A,Camusat,Christopher Alituha,
605094,Kalisizo,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.5278574,31.6163217,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
609541,Okorotok,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,1.2219726,33.6542511,#N/A,#N/A,#N/A,Netis,Jude Musana,
606336,Kapeke,TBC,TBC,TBC,CAM_to_New_Vendor,Christopher Alituha,Faridah Nantege,0.901962,31.8039291,#N/A,CAM_to_IENG,#N/A,Camusat,Christopher Alituha,
608214,Nabumali,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,0.973605,34.22172167,#N/A,#N/A,#N/A,Netis,Jude Musana,
607183,Kanjokya Street,TBC,TBC,TBC,Netis,Benbridge Mulongo,Kenneth Andama,0.3420258,32.5920104,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
606855,Mbaale,TBC,TBC,TBC,Netis,Emmanuel Kafuko,Kenneth Andama,0.5231604,33.4704087,#N/A,#N/A,#N/A,Netis,Emmanuel Kafuko,
607602,Ntusi,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,0.0639101,31.1936333,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
609633,Kabamba,TBC,TBC,TBC,Camusat,Stephen Rwabwogo,Faridah Nantege,1.000475,31.01352167,#N/A,#N/A,#N/A,Camusat,Stephen Rwabwogo,
607388,Luzira,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.304585,32.6488317,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
609229,Masindi,TBC,TBC,TBC,IENG_to_New_Vendor,Latima Musoke,Allan Kavuma,1.689343333,31.752105,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Latima Musoke,
608042,Bulamagi TC,TBC,TBC,TBC,Netis,Emmanuel Kafuko,Kenneth Andama,0.6196426,33.4405829,#N/A,#N/A,#N/A,Netis,Emmanuel Kafuko,
701552,Rwemirinzi 2,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.6212517,30.6786697,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
606669,Ryensibo,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.5065681,30.3420246,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
607616,Rubaga ITEL,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.297636667,32.55474667,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
608134,Kapchorwa_B,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,1.4091563,34.4739595,#N/A,#N/A,#N/A,Netis,Jude Musana,
608524,Apac,TBC,TBC,TBC,I-Engineering,Muhamood Kyongo,Allan Kavuma,1.9865283,32.532645,#N/A,#N/A,#N/A,I-Engineering,Muhamood Kyongo,
606204,Luyanzi,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,0.353715,32.94796,#N/A,#N/A,#N/A,Netis,Samuel Naseke,
608576,Kitgum-Matidi,TBC,TBC,TBC,I-Engineering,Moses Kaganda,Allan Kavuma,3.2690017,33.04972,#N/A,#N/A,#N/A,I-Engineering,Moses Kaganda,
606187,Pajimu,TBC,TBC,TBC,I-Engineering,Moses Kaganda,Allan Kavuma,3.35960193,32.80685176,#N/A,#N/A,#N/A,I-Engineering,Moses Kaganda,
701850,Kamahe,TBC,TBC,TBC,Camusat,Denis Masaba,Faridah Nantege,-0.7783054,29.6485954,#N/A,#N/A,#N/A,Camusat,Denis Masaba,
607702,Kawoko,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.1810502,31.693124,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
701440,Kigowa Kalinabiri,TBC,TBC,TBC,Netis,Benbridge Mulongo,Kenneth Andama,0.3643345,32.6126525,#N/A,#N/A,0,Netis,Benbridge Mulongo,
608604,Minakulu,TBC,TBC,TBC,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.4432666,32.3854325,#N/A,#N/A,#N/A,I-Engineering,Muhamood Kyongo,
701599,Abia Cell,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0261868,30.912832,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
605076,Masindi,TBC,TBC,TBC,IENG_to_New_Vendor,Latima Musoke,Allan Kavuma,1.689598333,31.75175167,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Latima Musoke,
607175,Kalisizo,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.5281129,31.615495,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
609568,Oliduru,TBC,TBC,TBC,Netis,Moses Wandera,Kenneth Andama,2.5108725,33.5932071,#N/A,#N/A,#N/A,Netis,Moses Wandera,
701085,Kikobe,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,2.6354633,31.27395,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
606670,Kabutsye 1,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.4669607,30.3982125,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
607404,Mairikiti,TBC,TBC,TBC,I-Engineering,Robert Otim,Allan Kavuma,1.2522131,32.7210936,#N/A,#N/A,#N/A,I-Engineering,Robert Otim,
607393,Lwemiyaga,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,0.0899848,31.0935514,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
606012,Kiboga Town,TBC,TBC,TBC,CAM_to_New_Vendor,Christopher Alituha,Faridah Nantege,0.9152738,31.7662641,#N/A,CAM_to_IENG,#N/A,Camusat,Christopher Alituha,
605077,Nsangi,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,0.2828592,32.4563966,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
609867,Kigowa Ntinda,TBC,TBC,TBC,Netis,Benbridge Mulongo,Kenneth Andama,0.3604638,32.6094178,#N/A,#N/A,0,Netis,Benbridge Mulongo,
606412,Kisinja Road Jinja,TBC,TBC,TBC,Netis,Emmanuel Kafuko,Kenneth Andama,0.4183958,33.2123719,#N/A,#N/A,#N/A,Netis,Emmanuel Kafuko,
609581,Nabusugwe 2,TBC,TBC,TBC,Netis,Benbridge Mulongo,Kenneth Andama,0.4090472,32.6766284,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
609660,Kabaga Kayanja,TBC,TBC,TBC,I-Engineering,Joash Lubwama,Allan Kavuma,0.4220126,32.5628143,#N/A,#N/A,#N/A,I-Engineering,Joash Lubwama,
609438,Kabasojo,TBC,TBC,TBC,Camusat,Christopher Alituha,Faridah Nantege,0.5501283,31.3920583,#N/A,#N/A,#N/A,Camusat,Christopher Alituha,
605283,Namungoona Flats,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.3384895,32.5423327,#N/A,#N/A,#N/A,Camusat,Christopher Alituha,
607083,Buwama Town,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,0.0629461,32.1055309,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
607282,Kisenyi,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.306424905,32.57511418,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
607622,Sanje,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.7695083,31.4326783,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
701509,Nakayima 3,TBC,TBC,TBC,Camusat,Christopher Alituha,Faridah Nantege,0.55042,31.380285,#N/A,#N/A,#N/A,Camusat,Christopher Alituha,
701542,Lubugumu,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.2190967,32.5789133,#N/A,#N/A,#N/A,Netis,Paul Mbabazi,
701501,Kihani,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.1946329,30.556606,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
606540,Namayemba,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,0.5140317,33.7973417,#N/A,#N/A,#N/A,Netis,Jude Musana,
605105,Owino,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.306936667,32.57299667,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
701075,Kilibulu,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.0905034,32.4946554,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
609995,Bukaya East,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,0.4272925,33.1889097,#N/A,#N/A,#N/A,Netis,Samuel Naseke,
607455,Mpererwe2,TBC,TBC,TBC,I-Engineering,Joash Lubwama,Allan Kavuma,0.3902168,32.5624149,#N/A,#N/A,#N/A,I-Engineering,Joash Lubwama,
605698,Arua Ediofe,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0157733,30.8995333,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
605682,Seeta Bukerere,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,0.3922879,32.7041099,#N/A,#N/A,#N/A,Netis,Samuel Naseke,
607369,Lubowa,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.240921,32.5616887,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
701153,Nkono 2,TBC,TBC,TBC,Netis,Emmanuel Kafuko,Kenneth Andama,0.6199033,33.4678476,#N/A,#N/A,#N/A,Netis,Emmanuel Kafuko,
608187,Maluku,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,1.061181667,34.15449167,#N/A,#N/A,#N/A,Netis,Jude Musana,
609830,Kigarama,TBC,TBC,TBC,Camusat,Stephen Rwabwogo,Faridah Nantege,0.641678,30.3464708,#N/A,#N/A,#N/A,Camusat,Stephen Rwabwogo,
701601,Kitinda,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.0866815,32.494607,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
607583,Nsambya B,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.2964215,32.5840048,#N/A,#N/A,#N/A,Netis,Paul Mbabazi,
607337,Kyagwe Road,TBC,TBC,TBC,IENG_to_New_Vendor,Joash Lubwama,Allan Kavuma,0.3174017,32.5727202,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Joash Lubwama,
608150,Kidera_B,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,1.3770317,32.87206,#N/A,#N/A,#N/A,Netis,Samuel Naseke,
609008,Bikurungu,TBC,TBC,TBC,Camusat,Denis Masaba,Faridah Nantege,-0.6432857,29.8430669,#N/A,#N/A,#N/A,Camusat,Denis Masaba,
609836,Waikot,TBC,TBC,TBC,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.4869431,32.9334381,#N/A,#N/A,#N/A,I-Engineering,Muhamood Kyongo,
609074,Ibanda_B,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.167243,30.5528279,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
701232,Thoban Cell,TBC,TBC,TBC,Camusat,Christopher Alituha,Faridah Nantege,0.396401868,32.04514001,#N/A,#N/A,#N/A,Camusat,Christopher Alituha,
606188,Buhimba,TBC,TBC,TBC,IENG_to_New_Vendor,Latima Musoke,Allan Kavuma,1.3484853,31.3209274,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Latima Musoke,
605167,Kisenyi,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.308459527,32.5674955,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
701797,Nanso B cell,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,0.3787873,33.2202614,#N/A,#N/A,#N/A,Netis,Samuel Naseke,
608087,Ejemoruno,TBC,TBC,TBC,Netis,Moses Wandera,Kenneth Andama,1.850018,33.5833317,#N/A,#N/A,#N/A,Netis,Moses Wandera,
608080,Buwuni,TBC,TBC,TBC,Netis,Jude Musana,Kenneth Andama,0.5303172,33.8637766,#N/A,#N/A,#N/A,Netis,Jude Musana,
701635,Kitubulu 2,TBC,TBC,TBC,Camusat,Abu Kasamba,Faridah Nantege,0.0880641,32.4867202,#N/A,#N/A,#N/A,Camusat,Paul Mbabazi (Camusat),
607336,Kyaggwe_Rd,TBC,TBC,TBC,IENG_to_New_Vendor,Joash Lubwama,Allan Kavuma,0.3172597,32.5732275,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Joash Lubwama,
701410,Kirinda,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.2765646,32.5845151,#N/A,#N/A,#N/A,Netis,Paul Mbabazi,
609749,Kirundi,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.2769238,32.5839873,#N/A,#N/A,#N/A,Netis,Paul Mbabazi,
701775,Mukkutogumu 2,TBC,TBC,TBC,NET_to_IENG,Benbridge Mulongo,Kenneth Andama,0.3958347,32.6279699,#N/A,#N/A,NET_to_IENG,Netis,Benbridge Mulongo,
607243,Kiganda,TBC,TBC,TBC,Camusat,Christopher Alituha,Faridah Nantege,0.4491729,31.6708837,#N/A,#N/A,#N/A,Camusat,Christopher Alituha,
605419,Zeu,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,2.5074448,30.8140963,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
607520,Nakifuma,TBC,TBC,TBC,Netis,Samuel Naseke,Kenneth Andama,0.5846701,32.8084334,#N/A,#N/A,#N/A,#N/A,#N/A,Review if decommissioned
701196,Shauriyako A,TBC,TBC,TBC,IENG_to_New_Vendor,Joash Lubwama,Allan Kavuma,0.3175671,32.5739227,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Joash Lubwama,
701069,Mutungo,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.32438,32.6493,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
607279,Kiseka Market,TBC,TBC,TBC,IENG_to_New_Vendor,Joash Lubwama,Allan Kavuma,0.3175793,32.5739314,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Joash Lubwama,
605171,Mulago,TBC,TBC,TBC,IENG_to_New_Vendor,Joash Lubwama,Allan Kavuma,0.3437,32.5735483,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Joash Lubwama,
701387,Luyira,TBC,TBC,TBC,Netis,Emmanuel Kafuko,Kenneth Andama,0.5540769,33.4642532,#N/A,#N/A,#N/A,Netis,Emmanuel Kafuko,
605915,Kisiita (Lwengo),TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.4854652,31.5119972,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
609189,Kitamba,TBC,TBC,TBC,IENG_to_New_Vendor,Latima Musoke,Allan Kavuma,1.540684,31.6712582,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Latima Musoke,
605878,Bulubandi,TBC,TBC,TBC,Netis,Emmanuel Kafuko,Kenneth Andama,0.6063205,33.4992134,#N/A,#N/A,#N/A,Netis,Emmanuel Kafuko,
609324,Rukungiri,TBC,TBC,TBC,Camusat,Denis Masaba,Faridah Nantege,-0.78852,29.92947,#N/A,#N/A,#N/A,Camusat,Denis Masaba,
606312,Busibante Najjera,TBC,TBC,TBC,NET_to_IENG,Benbridge Mulongo,Kenneth Andama,0.38929639,32.62893742,#N/A,#N/A,NET_to_IENG,Netis,Benbridge Mulongo,
701697,Sebitoli,TBC,TBC,TBC,Camusat,Stephen Rwabwogo,Faridah Nantege,0.6478115,30.3712449,#N/A,#N/A,#N/A,Camusat,Stephen Rwabwogo,
607362,Lake Victoria Serena Hotel (Kigo),TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.2068932,32.5826224,#N/A,#N/A,#N/A,Netis,Paul Mbabazi,
609135,Kashari,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.5926649,30.6683256,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
701151,Akisim,TBC,TBC,TBC,Netis,Moses Wandera,Kenneth Andama,1.5725642,33.7856823,#N/A,#N/A,#N/A,Netis,Moses Wandera,
606557,Odukai,TBC,TBC,TBC,Netis,Moses Wandera,Kenneth Andama,1.8523504,33.6262813,#N/A,#N/A,#N/A,Netis,Moses Wandera,
605616,Kalerwe,TBC,TBC,TBC,IENG_to_New_Vendor,Joash Lubwama,Allan Kavuma,0.3503783,32.5729167,IENG_to_New_Vendor,#N/A,#N/A,I-Engineering,Joash Lubwama,
605917,Sanje,TBC,TBC,TBC,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.7896185,31.4909126,#N/A,#N/A,#N/A,Camusat,M Patrick Kalibbala,
605021,Mbarara Golf,TBC,TBC,TBC,Camusat,Thomasi Seruyange,Faridah Nantege,-0.610829,30.6581773,#N/A,#N/A,#N/A,Camusat,Thomasi Seruyange,
701591,ST. AUGUSTINE,TBC,TBC,TBC,Netis,Paul Mbabazi,Kenneth Andama,0.2905505,32.5907101,#N/A,#N/A,#N/A,Netis,Paul Mbabazi,
701737,Koboko Town,TBC,TBC,TBC,I-Engineering,Innocent Ayiko,Allan Kavuma,3.4094899,30.9588138,#N/A,#N/A,#N/A,I-Engineering,Abu Kasamba,
607599,Ntinda Sempagala,TBC,TBC,TBC,Netis,Benbridge Mulongo,Kenneth Andama,0.3479244,32.5767576,#N/A,#N/A,#N/A,Netis,Benbridge Mulongo,
